participant,technique,movement,clustering,trial,time_ms,errorClicks,amplitude_px,targetRadius,clickInside,distNorm,distPx,targetSpeed,targetVx,targetVy,clickX,clickY,targetX,targetY,prevTargetX,prevTargetY
1,BUBBLE,SLOW,HIGH,16,782.0,0.0,133.02,29.70001530345255,True,0.308,9.14,120.0,36.39,-114.35,476.0,53.0,472.3,44.6,339.9,57.4
1,BUBBLE,SLOW,HIGH,17,739.0,0.0,183.1,17.355214142781264,True,0.427,7.41,120.0,30.08,116.17,516.0,221.0,509.2,224.0,472.3,44.6
1,BUBBLE,SLOW,HIGH,18,717.0,0.0,94.37,14.71228195522575,True,0.173,2.54,120.0,108.19,51.9,419.0,259.0,421.5,258.9,509.2,224.0
1,BUBBLE,SLOW,HIGH,20,799.0,0.0,126.9,29.59013816596357,True,0.758,22.44,120.0,-118.89,-16.3,69.0,214.0,49.6,225.3,170.9,187.9
1,BUBBLE,FAST,LOW,1,796.0,0.0,,18.437740010657006,True,0.95,17.52,97.06,-8.96,-96.65,554.0,439.0,571.4,437.3,,
1,BUBBLE,FAST,LOW,2,745.0,0.0,545.56,20.066203060832702,True,0.408,8.18,128.67,-110.92,65.21,86.0,205.0,80.9,198.6,571.4,437.3
1,BUBBLE,FAST,LOW,3,586.0,0.0,335.41,25.06468357116328,True,0.527,13.2,142.25,-79.1,-118.23,397.0,261.0,410.1,262.7,80.9,198.6
1,BUBBLE,FAST,LOW,4,652.0,0.0,289.98,22.529128615771334,True,0.806,18.16,34.68,-34.06,-6.54,127.0,223.0,121.0,240.1,410.1,262.7
1,BUBBLE,FAST,LOW,5,748.0,0.0,96.69,13.468294107894973,False,2.158,29.07,79.56,-44.57,65.91,83.0,297.0,60.9,315.9,121.0,240.1
1,BUBBLE,FAST,LOW,6,538.0,0.0,236.97,26.125649687964497,True,0.093,2.42,87.92,72.26,50.1,280.0,412.0,277.6,411.9,60.9,315.9
1,BUBBLE,FAST,LOW,7,726.0,0.0,221.02,13.77271263623304,False,1.094,15.06,100.84,78.26,63.59,484.0,305.0,478.1,318.9,277.6,411.9
1,BUBBLE,FAST,LOW,8,804.0,0.0,210.99,11.800461468083707,False,1.525,17.99,131.21,-44.23,123.53,373.0,118.0,372.8,136.0,478.1,318.9
1,BUBBLE,FAST,LOW,9,639.0,0.0,138.29,28.678122028456954,False,1.043,29.91,136.36,134.96,19.5,483.0,189.0,506.7,170.7,372.8,136.0
1,BUBBLE,FAST,LOW,11,735.0,0.0,385.25,29.37659686538525,True,0.307,9.01,113.57,37.59,-107.17,365.0,407.0,366.9,398.2,52.0,176.3
1,BUBBLE,FAST,LOW,12,901.0,0.0,318.07,16.89212352259126,True,0.52,8.78,102.63,93.63,42.02,90.0,537.0,81.3,538.2,366.9,398.2
1,BUBBLE,FAST,LOW,13,616.0,0.0,303.05,26.86739624586964,True,0.253,6.79,112.68,-69.35,-88.81,371.0,429.0,365.5,433.0,81.3,538.2
1,BUBBLE,FAST,LOW,14,714.0,0.0,149.72,28.836931290990197,True,0.534,15.41,143.92,140.04,-33.2,499.0,493.0,495.1,507.9,365.5,433.0
1,BUBBLE,FAST,LOW,15,994.0,0.0,458.1,17.994404873081127,True,0.849,15.27,137.69,-109.47,-83.51,503.0,65.0,501.0,49.9,495.1,507.9
1,BUBBLE,FAST,LOW,16,644.0,0.0,316.35,21.01026513286786,True,0.473,9.93,123.2,-76.2,96.8,181.0,95.0,188.8,101.1,501.0,49.9
1,BUBBLE,FAST,LOW,17,732.0,0.0,84.64,11.31737257435904,False,2.253,25.5,18.23,17.91,3.42,167.0,194.0,149.1,175.8,188.8,101.1
1,BUBBLE,FAST,LOW,18,726.0,0.0,348.37,28.601108135428674,False,1.005,28.74,83.36,-43.18,71.3,510.0,71.0,485.8,86.5,149.1,175.8
1,BUBBLE,FAST,LOW,19,780.0,0.0,465.29,20.40506440242363,True,0.971,19.82,129.66,1.31,129.66,326.0,509.0,334.9,526.7,485.8,86.5
1,BUBBLE,FAST,LOW,20,665.0,0.0,292.85,24.03551625314355,False,1.722,41.39,98.98,-39.62,-90.7,49.0,504.0,49.2,462.6,334.9,526.7
1,BUBBLE,SLOW,LOW,1,781.0,0.0,,16.854737205317743,True,0.388,6.54,120.0,64.78,101.01,114.0,420.0,108.2,423.0,,
1,BUBBLE,SLOW,LOW,2,782.0,0.0,498.07,23.73005624465171,True,0.247,5.86,120.0,-39.95,113.15,573.0,231.0,567.3,229.8,108.2,423.0
1,BUBBLE,SLOW,LOW,3,554.0,0.0,307.49,24.49151457008133,True,0.659,16.13,120.0,101.7,-63.7,271.0,169.0,269.5,152.9,567.3,229.8
1,BUBBLE,SLOW,LOW,4,618.0,0.0,353.41,13.937232359678301,True,0.557,7.77,120.0,49.25,109.43,465.0,455.0,465.2,447.2,269.5,152.9
1,BUBBLE,SLOW,LOW,5,484.0,0.0,250.07,12.10835794508855,True,0.55,6.66,120.0,-97.39,70.11,275.0,289.0,269.1,292.1,465.2,447.2
1,BUBBLE,SLOW,LOW,6,511.0,0.0,99.37,24.781517328698982,True,0.847,21.0,120.0,-33.44,-115.25,373.0,305.0,368.2,284.6,269.1,292.1
1,BUBBLE,SLOW,LOW,7,546.0,0.0,153.62,24.370007252506497,True,0.281,6.84,120.0,77.3,91.78,493.0,380.0,493.7,373.2,368.2,284.6
1,BUBBLE,SLOW,LOW,8,621.0,0.0,398.53,22.368813113808518,False,1.413,31.61,120.0,-22.78,-117.82,286.0,65.0,285.4,33.4,493.7,373.2
1,BUBBLE,SLOW,LOW,9,593.0,0.0,402.92,16.583709847392747,False,1.136,18.83,120.0,-94.62,-73.81,387.0,416.0,371.7,427.0,285.4,33.4
1,BUBBLE,SLOW,LOW,10,602.0,0.0,262.49,17.72740719742165,False,1.215,21.54,120.0,-40.63,112.91,499.0,183.0,477.8,186.9,371.7,427.0
1,BUBBLE,SLOW,LOW,11,627.0,0.0,181.45,27.182648870825716,True,0.279,7.59,120.0,119.66,-8.98,370.0,50.0,367.5,42.8,477.8,186.9
1,BUBBLE,SLOW,LOW,12,697.0,0.0,403.64,10.892531739668165,True,0.551,6.0,120.0,-49.2,109.45,21.0,255.0,26.1,258.2,367.5,42.8
1,BUBBLE,SLOW,LOW,13,562.0,0.0,282.52,24.161630478279243,True,0.554,13.38,120.0,114.78,35.0,246.0,62.0,233.3,66.1,26.1,258.2
1,BUBBLE,SLOW,LOW,14,587.0,0.0,102.58,16.857766184311664,True,0.717,12.09,120.0,7.89,-119.74,205.0,155.0,194.6,161.1,233.3,66.1
1,BUBBLE,SLOW,LOW,15,615.0,0.0,139.92,22.967649651513455,False,1.306,29.99,120.0,-5.6,-119.87,89.0,129.0,62.4,115.1,194.6,161.1
1,BUBBLE,SLOW,LOW,16,571.0,0.0,417.94,22.606617400723557,True,0.772,17.45,120.0,-110.12,-47.68,293.0,447.0,291.9,464.4,62.4,115.1
1,BUBBLE,SLOW,LOW,17,488.0,0.0,288.39,16.41102534812699,True,0.863,14.16,120.0,67.44,99.26,415.0,191.0,402.8,198.2,291.9,464.4
1,BUBBLE,SLOW,LOW,18,669.0,0.0,369.25,24.086198170174278,False,1.031,24.84,120.0,87.38,-82.25,504.0,555.0,527.1,545.9,402.8,198.2
1,BUBBLE,SLOW,LOW,19,637.0,0.0,124.62,21.31544718024351,True,0.216,4.61,120.0,10.82,-119.51,424.0,468.0,427.7,470.8,527.1,545.9
1,BUBBLE,SLOW,LOW,20,496.0,0.0,319.63,24.4802387493122,False,1.08,26.45,120.0,-16.09,-118.92,213.0,271.0,192.3,254.5,427.7,470.8
1,BUBBLE,FAST,MEDIUM,1,1082.0,1.0,,13.199296247279246,False,1.307,17.24,107.87,103.44,30.59,403.0,310.0,403.5,292.8,,
1,BUBBLE,FAST,MEDIUM,2,647.0,0.0,146.42,21.54457824391918,True,0.742,15.98,133.07,-47.61,124.26,381.0,132.0,384.6,147.6,403.5,292.8
1,BUBBLE,FAST,MEDIUM,3,916.0,0.0,295.56,16.570508032863845,True,0.575,9.53,107.43,-90.12,-58.48,322.0,439.0,313.6,434.5,384.6,147.6
1,BUBBLE,FAST,MEDIUM,4,621.0,0.0,305.83,24.932321408792113,False,1.442,35.95,145.18,139.93,-38.68,477.0,213.0,510.8,200.7,313.6,434.5
1,BUBBLE,FAST,MEDIUM,5,626.0,0.0,118.6,15.073571126431379,True,0.336,5.07,146.53,65.83,130.91,391.0,213.0,393.4,217.5,510.8,200.7
1,BUBBLE,FAST,MEDIUM,6,837.0,0.0,133.26,16.272205876129988,False,2.013,32.75,138.31,128.63,-50.84,496.0,211.0,526.5,222.9,393.4,217.5
1,BUBBLE,FAST,MEDIUM,7,918.0,0.0,361.57,14.293528308354182,True,0.333,4.76,142.19,-112.01,-87.58,356.0,543.0,352.5,539.8,526.5,222.9
1,BUBBLE,FAST,MEDIUM,8,579.0,0.0,313.71,16.627521021110695,False,1.008,16.75,134.49,-39.51,128.55,339.0,235.0,324.1,227.4,352.5,539.8
1,BUBBLE,FAST,MEDIUM,9,825.0,0.0,217.53,12.403724735704351,False,1.324,16.42,93.0,-26.48,-89.16,551.0,281.0,536.8,272.7,324.1,227.4
1,BUBBLE,FAST,MEDIUM,10,510.0,0.0,225.63,27.55224040419989,True,0.453,12.49,110.18,81.69,73.94,305.0,219.0,316.6,223.6,536.8,272.7
1,BUBBLE,FAST,MEDIUM,11,1166.0,1.0,226.23,15.709005233598434,True,0.855,13.43,84.7,-84.2,-9.21,95.0,227.0,90.6,214.3,316.6,223.6
1,BUBBLE,FAST,MEDIUM,12,722.0,0.0,240.09,15.519354213763748,True,0.489,7.59,114.41,-112.99,-17.96,159.0,440.0,166.3,442.2,90.6,214.3
1,BUBBLE,FAST,MEDIUM,13,794.0,0.0,364.47,18.66916539641328,True,0.649,12.11,196.58,53.14,189.26,184.0,77.0,196.0,78.9,166.3,442.2
1,BUBBLE,FAST,MEDIUM,14,1166.0,0.0,489.64,11.531192265457852,True,0.95,10.95,115.16,87.23,-75.18,363.0,534.0,373.9,535.1,196.0,78.9
1,BUBBLE,FAST,MEDIUM,15,764.0,0.0,331.21,26.285125220264412,True,0.643,16.9,136.2,50.38,-126.54,61.0,435.0,63.9,418.4,373.9,535.1
1,BUBBLE,FAST,MEDIUM,16,671.0,0.0,283.91,10.11623429355544,True,0.682,6.9,113.06,102.33,48.08,291.0,257.0,297.9,257.5,63.9,418.4
1,BUBBLE,FAST,MEDIUM,17,579.0,0.0,133.02,28.907396964880373,True,0.52,15.04,124.05,-38.54,117.92,169.0,261.0,166.1,275.8,297.9,257.5
1,BUBBLE,FAST,MEDIUM,18,774.0,0.0,338.6,29.58059636757937,True,0.582,17.23,109.05,108.93,-5.1,333.0,555.0,349.3,560.5,166.1,275.8
1,BUBBLE,FAST,MEDIUM,19,691.0,0.0,267.95,26.42518066832058,True,0.919,24.29,108.77,-85.22,67.6,101.0,526.0,82.1,541.2,349.3,560.5
1,BUBBLE,FAST,MEDIUM,20,771.0,0.0,52.76,13.532620726285716,False,1.724,23.32,143.34,-28.88,140.4,123.0,508.0,133.4,528.9,82.1,541.2
1,BUBBLE,SLOW,MEDIUM,1,670.0,0.0,,12.264400088935828,True,0.819,10.05,120.0,-82.48,-87.17,308.0,231.0,317.6,234.0,,
1,BUBBLE,SLOW,MEDIUM,2,580.0,0.0,188.16,21.546404870625572,True,0.516,11.11,120.0,-89.94,79.44,166.0,334.0,155.7,329.9,317.6,234.0
1,BUBBLE,SLOW,MEDIUM,3,687.0,0.0,157.54,24.292878980569224,True,0.34,8.26,120.0,114.02,-37.41,77.0,203.0,73.0,195.8,155.7,329.9
1,BUBBLE,SLOW,MEDIUM,4,701.0,0.0,243.18,18.414330256600984,True,0.587,10.81,120.0,109.03,50.13,37.0,446.0,33.6,435.7,73.0,195.8
1,BUBBLE,SLOW,MEDIUM,5,699.0,0.0,588.84,21.469496765611837,True,0.874,18.77,120.0,114.47,36.0,535.0,164.0,552.7,157.9,33.6,435.7
1,BUBBLE,SLOW,MEDIUM,6,688.0,0.0,422.17,25.566896203461468,True,0.338,8.63,120.0,-23.87,-117.6,212.0,419.0,214.7,410.8,552.7,157.9
1,BUBBLE,SLOW,MEDIUM,7,547.0,0.0,185.09,26.438712454006374,True,0.536,14.17,120.0,114.1,37.16,365.0,329.0,376.2,320.3,214.7,410.8
1,BUBBLE,SLOW,MEDIUM,8,637.0,0.0,331.66,18.24982452891242,True,0.698,12.73,120.0,17.78,-118.68,74.0,206.0,69.5,194.1,376.2,320.3
1,BUBBLE,SLOW,MEDIUM,9,589.0,0.0,257.34,13.611201447400127,True,0.116,1.58,120.0,-56.0,-106.13,319.0,256.0,319.6,254.6,69.5,194.1
1,BUBBLE,SLOW,MEDIUM,10,856.0,0.0,256.68,19.81101715544039,True,0.596,11.8,120.0,-92.76,76.13,352.0,521.0,351.9,509.2,319.6,254.6
1,BUBBLE,SLOW,MEDIUM,11,680.0,0.0,211.65,11.625160428789986,True,0.515,5.99,120.0,-119.96,-3.07,244.0,323.0,249.9,323.7,351.9,509.2
1,BUBBLE,SLOW,MEDIUM,12,845.0,0.0,298.7,13.90418538341911,True,0.282,3.92,120.0,94.03,-74.56,127.0,54.0,129.0,50.6,249.9,323.7
1,BUBBLE,SLOW,MEDIUM,14,739.0,0.0,393.77,17.98229704152817,True,0.811,14.58,120.0,75.78,-93.05,189.0,362.0,194.6,348.5,536.4,544.0
1,BUBBLE,SLOW,MEDIUM,15,862.0,0.0,299.31,14.388129937703592,False,1.615,23.24,120.0,-48.27,109.86,256.0,33.0,258.4,56.1,194.6,348.5
1,BUBBLE,SLOW,MEDIUM,16,691.0,0.0,497.24,24.656411445364444,True,0.199,4.92,120.0,90.09,79.27,427.0,529.0,424.4,524.8,258.4,56.1
1,BUBBLE,SLOW,MEDIUM,17,1251.0,0.0,468.46,11.606382744503774,True,0.822,9.54,120.0,-69.54,97.8,315.0,72.0,323.4,67.4,424.4,524.8
1,BUBBLE,SLOW,MEDIUM,18,963.0,0.0,127.81,13.010849258461601,True,0.513,6.67,120.0,-12.62,119.33,447.0,98.0,448.9,91.6,323.4,67.4
1,BUBBLE,SLOW,MEDIUM,19,888.0,0.0,6.94,12.870890392446748,True,0.506,6.52,120.0,28.72,-116.51,461.0,94.0,454.6,95.4,448.9,91.6
1,BUBBLE,SLOW,MEDIUM,20,743.0,0.0,306.62,23.40716379254466,False,1.27,29.73,120.0,-105.89,56.46,139.0,149.0,149.1,121.0,454.6,95.4
1,BUBBLE,FAST,HIGH,1,678.0,0.0,,28.937024124846243,True,0.469,13.58,114.01,-44.61,-104.92,488.0,179.0,480.1,168.0,,
1,BUBBLE,FAST,HIGH,2,1157.0,0.0,450.68,13.580247931730336,True,0.935,12.7,122.91,62.89,105.6,69.0,328.0,57.1,323.6,480.1,168.0
1,BUBBLE,FAST,HIGH,3,813.0,0.0,289.95,22.917538546752734,True,0.456,10.45,42.6,-2.18,42.55,143.0,55.0,151.9,49.5,57.1,323.6
1,BUBBLE,FAST,HIGH,4,1366.0,1.0,388.91,21.12982986492922,False,1.523,32.17,114.48,75.33,86.2,58.0,456.0,78.9,431.5,151.9,49.5
1,BUBBLE,FAST,HIGH,5,708.0,0.0,257.8,11.88659053322575,True,0.742,8.82,96.41,63.49,-72.55,210.0,212.0,218.4,214.7,78.9,431.5
1,BUBBLE,FAST,HIGH,6,1073.0,0.0,238.04,13.740164878889892,False,1.426,19.6,130.72,-23.99,-128.5,40.0,86.0,20.8,81.9,218.4,214.7
1,BUBBLE,FAST,HIGH,7,852.0,0.0,508.58,18.086408098301895,False,1.227,22.2,83.33,-32.44,76.76,182.0,541.0,191.7,560.9,20.8,81.9
1,BUBBLE,FAST,HIGH,8,1634.0,1.0,475.2,13.920266870628932,True,0.425,5.91,134.42,37.96,-128.95,421.0,147.0,426.8,148.0,191.7,560.9
1,BUBBLE,FAST,HIGH,9,629.0,0.0,158.67,26.656732549165916,True,0.614,16.37,129.12,128.08,16.4,255.0,158.0,268.2,148.3,426.8,148.0
1,BUBBLE,FAST,HIGH,10,659.0,0.0,249.75,23.332781120673996,False,1.02,23.81,120.48,99.23,68.34,265.0,421.0,259.4,397.9,268.2,148.3
1,BUBBLE,FAST,HIGH,12,947.0,0.0,420.94,15.23885785605618,True,0.477,7.27,123.15,-123.15,0.0,69.0,22.0,61.8,21.2,366.6,311.6
1,BUBBLE,FAST,HIGH,13,743.0,0.0,322.74,25.693696852278585,True,0.277,7.1,95.29,-8.0,94.95,263.0,274.0,257.2,278.1,61.8,21.2
1,BUBBLE,FAST,HIGH,14,967.0,0.0,260.83,14.074072567342512,True,0.433,6.1,133.15,18.76,-131.83,413.0,488.0,407.7,491.1,257.2,278.1
1,BUBBLE,FAST,HIGH,15,693.0,0.0,329.32,16.797225014290134,True,0.393,6.61,102.14,19.27,100.31,309.0,182.0,303.2,178.8,407.7,491.1
1,BUBBLE,FAST,HIGH,16,738.0,0.0,266.14,21.458009026913416,False,1.967,42.22,187.44,165.34,88.29,91.0,267.0,67.3,301.9,303.2,178.8
1,BUBBLE,FAST,HIGH,17,770.0,0.0,489.44,23.482330377355716,True,0.181,4.25,119.51,116.39,-27.16,553.0,339.0,555.6,335.6,67.3,301.9
1,BUBBLE,FAST,HIGH,18,800.0,0.0,533.85,11.691099940079734,True,0.43,5.03,73.3,45.81,-57.22,23.0,291.0,24.0,286.1,555.6,335.6
1,BUBBLE,FAST,HIGH,19,1141.0,1.0,257.47,12.46359559628271,True,0.851,10.6,133.12,27.46,130.26,243.0,439.0,232.6,437.0,24.0,286.1
1,BUBBLE,FAST,HIGH,20,973.0,0.0,192.44,24.70840263473143,False,1.18,29.16,118.67,95.51,70.43,390.0,559.0,400.2,531.7,232.6,437.0
1,BUBBLE,STATIC,MEDIUM,1,610.0,0.0,,29.1252639677305,True,0.132,3.85,0.0,0.0,0.0,521.0,259.0,517.2,259.3,,
1,BUBBLE,STATIC,MEDIUM,2,615.0,0.0,456.76,19.527840526336412,True,0.955,18.64,0.0,0.0,0.0,113.0,441.0,95.4,434.8,517.2,259.3
1,BUBBLE,STATIC,MEDIUM,3,649.0,0.0,368.23,10.349876176848769,True,0.43,4.45,0.0,0.0,0.0,253.0,104.0,250.1,100.6,95.4,434.8
1,BUBBLE,STATIC,MEDIUM,4,598.0,0.0,432.11,29.221496963707093,True,0.978,28.58,0.0,0.0,0.0,531.0,404.0,559.5,402.2,250.1,100.6
1,BUBBLE,STATIC,MEDIUM,5,509.0,0.0,206.3,26.903650815546126,True,0.582,15.66,0.0,0.0,0.0,422.0,269.0,415.1,254.9,559.5,402.2
1,BUBBLE,STATIC,MEDIUM,6,513.0,0.0,187.03,19.994220176620793,True,0.673,13.45,0.0,0.0,0.0,332.0,102.0,329.0,88.9,415.1,254.9
1,BUBBLE,STATIC,MEDIUM,7,577.0,0.0,379.4,12.897569729030092,True,0.814,10.49,0.0,0.0,0.0,80.0,376.0,72.6,368.5,329.0,88.9
1,BUBBLE,STATIC,MEDIUM,8,607.0,0.0,296.89,17.15915733625129,True,0.409,7.01,0.0,0.0,0.0,351.0,486.0,344.3,488.2,72.6,368.5
1,BUBBLE,STATIC,MEDIUM,9,536.0,0.0,358.07,18.264678311985065,True,0.766,14.0,0.0,0.0,0.0,287.0,129.0,300.5,132.8,344.3,488.2
1,BUBBLE,STATIC,MEDIUM,10,556.0,0.0,278.05,20.066743525763982,True,0.312,6.26,0.0,0.0,0.0,59.0,263.0,58.2,269.2,300.5,132.8
1,BUBBLE,STATIC,MEDIUM,11,569.0,0.0,291.74,10.416908149316805,True,0.33,3.43,0.0,0.0,0.0,279.0,455.0,280.5,458.1,58.2,269.2
1,BUBBLE,STATIC,MEDIUM,12,558.0,0.0,259.24,27.43160663584583,True,0.509,13.96,0.0,0.0,0.0,527.0,449.0,539.8,454.7,280.5,458.1
1,BUBBLE,STATIC,MEDIUM,13,598.0,0.0,485.71,16.873668328331572,True,0.615,10.37,0.0,0.0,0.0,271.0,40.0,280.6,43.8,539.8,454.7
1,BUBBLE,STATIC,MEDIUM,14,478.0,0.0,207.35,16.524461244101158,True,0.164,2.71,0.0,0.0,0.0,289.0,251.0,291.7,250.9,280.6,43.8
1,BUBBLE,STATIC,MEDIUM,15,544.0,0.0,279.52,20.42956195564851,True,0.797,16.29,0.0,0.0,0.0,569.0,351.0,556.4,340.6,291.7,250.9
1,BUBBLE,STATIC,MEDIUM,17,531.0,0.0,327.98,27.29480355634256,True,0.209,5.72,0.0,0.0,0.0,153.0,231.0,153.9,225.4,442.9,380.5
1,BUBBLE,STATIC,MEDIUM,18,592.0,0.0,210.6,16.44466656300516,False,1.556,25.59,0.0,0.0,0.0,124.0,422.0,99.3,428.8,153.9,225.4
1,BUBBLE,STATIC,MEDIUM,19,575.0,0.0,76.73,16.37740263756881,True,0.67,10.97,0.0,0.0,0.0,88.0,362.0,80.0,354.5,99.3,428.8
1,BUBBLE,STATIC,MEDIUM,20,544.0,0.0,403.18,27.091545551041285,True,0.308,8.36,0.0,0.0,0.0,483.0,421.0,478.8,413.8,80.0,354.5
1,BUBBLE,STATIC,HIGH,1,704.0,0.0,,13.929764420362021,True,0.374,5.21,0.0,0.0,0.0,35.0,287.0,40.0,288.5,,
1,BUBBLE,STATIC,HIGH,2,724.0,0.0,254.13,20.332842099866966,True,0.523,10.63,0.0,0.0,0.0,81.0,533.0,73.4,540.4,40.0,288.5
1,BUBBLE,STATIC,HIGH,3,608.0,0.0,133.7,12.502841493773246,True,0.504,6.3,0.0,0.0,0.0,59.0,406.0,65.2,406.9,73.4,540.4
1,BUBBLE,STATIC,HIGH,4,633.0,0.0,202.36,15.877118254218729,True,0.495,7.86,0.0,0.0,0.0,242.0,491.0,249.8,489.9,65.2,406.9
1,BUBBLE,STATIC,HIGH,5,684.0,0.0,252.51,19.544354574609102,True,0.431,8.42,0.0,0.0,0.0,495.0,552.0,492.4,560.0,249.8,489.9
1,BUBBLE,STATIC,HIGH,6,598.0,0.0,344.45,13.515269496009605,False,1.735,23.45,0.0,0.0,0.0,350.0,260.0,363.3,240.7,492.4,560.0
1,BUBBLE,STATIC,HIGH,7,638.0,0.0,146.1,12.993169683333976,True,0.2,2.6,0.0,0.0,0.0,507.0,204.0,504.5,203.3,363.3,240.7
1,BUBBLE,STATIC,HIGH,9,611.0,0.0,187.69,12.464293079419503,True,0.887,11.05,0.0,0.0,0.0,156.0,268.0,160.6,258.0,120.8,441.4
1,BUBBLE,STATIC,HIGH,10,629.0,0.0,399.69,16.276996876070616,True,0.392,6.39,0.0,0.0,0.0,563.0,279.0,560.0,273.4,160.6,258.0
1,BUBBLE,STATIC,HIGH,11,682.0,0.0,467.26,11.699807199051126,True,0.782,9.15,0.0,0.0,0.0,113.0,438.0,121.9,435.7,560.0,273.4
1,BUBBLE,STATIC,HIGH,12,576.0,0.0,391.74,21.66163155009515,True,0.948,20.54,0.0,0.0,0.0,311.0,116.0,324.4,100.4,121.9,435.7
1,BUBBLE,STATIC,HIGH,13,635.0,0.0,123.62,25.47715031535561,True,0.12,3.06,0.0,0.0,0.0,445.0,71.0,445.2,74.1,324.4,100.4
1,BUBBLE,STATIC,HIGH,14,681.0,0.0,563.52,22.271516561553604,True,0.895,19.93,0.0,0.0,0.0,103.0,497.0,87.5,509.5,445.2,74.1
1,BUBBLE,STATIC,HIGH,15,584.0,0.0,434.53,19.89586092514227,True,0.227,4.52,0.0,0.0,0.0,202.0,95.0,202.9,90.6,87.5,509.5
1,BUBBLE,STATIC,HIGH,16,634.0,0.0,308.28,10.935064799661209,True,0.428,4.68,0.0,0.0,0.0,490.0,213.0,487.5,209.0,202.9,90.6
1,BUBBLE,STATIC,HIGH,17,627.0,0.0,18.49,19.021416024908042,True,0.541,10.29,0.0,0.0,0.0,489.0,196.0,499.2,194.7,487.5,209.0
1,BUBBLE,STATIC,HIGH,18,669.0,0.0,399.82,17.151611206401093,False,1.141,19.57,0.0,0.0,0.0,256.0,534.0,273.1,524.4,499.2,194.7
1,BUBBLE,STATIC,HIGH,19,593.0,0.0,303.49,11.445115779239803,False,1.044,11.95,0.0,0.0,0.0,412.0,267.0,413.0,255.1,273.1,524.4
1,BUBBLE,STATIC,HIGH,20,657.0,0.0,288.5,11.831527134215703,True,0.615,7.27,0.0,0.0,0.0,272.0,499.0,270.9,506.2,413.0,255.1
10,POINT,STATIC,MEDIUM,1,827.0,0.0,,11.308313330973647,True,0.18,2.03,0.0,0.0,0.0,325.0,43.4,323.2,44.3,,
10,POINT,STATIC,MEDIUM,2,537.0,0.0,45.04,22.971000587738935,True,0.759,17.43,0.0,0.0,0.0,262.0,50.4,279.1,53.7,323.2,44.3
10,POINT,STATIC,MEDIUM,3,532.0,0.0,93.91,22.75754425355289,True,0.291,6.62,0.0,0.0,0.0,340.0,119.4,339.1,126.0,279.1,53.7
10,POINT,STATIC,MEDIUM,4,532.0,0.0,253.09,22.05553739621577,True,0.538,11.87,0.0,0.0,0.0,235.0,344.4,226.4,352.6,339.1,126.0
10,POINT,STATIC,MEDIUM,5,654.0,0.0,180.95,10.24812466806229,True,0.152,1.56,0.0,0.0,0.0,395.0,418.4,394.4,419.8,226.4,352.6
10,POINT,STATIC,MEDIUM,6,497.0,0.0,99.16,29.22422676540609,True,0.641,18.74,0.0,0.0,0.0,392.0,307.4,404.7,321.2,394.4,419.8
10,POINT,STATIC,MEDIUM,7,1444.0,2.0,260.4,14.79269577713615,True,0.485,7.17,0.0,0.0,0.0,210.0,487.4,210.4,494.6,404.7,321.2
10,POINT,STATIC,MEDIUM,8,774.0,0.0,292.36,15.721620458396131,True,0.637,10.02,0.0,0.0,0.0,483.0,415.4,492.6,418.3,210.4,494.6
10,POINT,STATIC,MEDIUM,9,777.0,1.0,391.64,10.317609313710092,True,0.441,4.55,0.0,0.0,0.0,173.0,185.4,177.6,185.6,492.6,418.3
10,POINT,STATIC,MEDIUM,10,519.0,0.0,140.69,10.644753524348909,True,0.704,7.5,0.0,0.0,0.0,320.0,226.4,312.7,224.8,177.6,185.6
10,POINT,STATIC,MEDIUM,11,853.0,1.0,137.7,26.833067295190002,True,0.454,12.17,0.0,0.0,0.0,245.0,118.4,242.0,106.6,312.7,224.8
10,POINT,STATIC,MEDIUM,12,630.0,0.0,313.96,18.88565553855007,True,0.299,5.65,0.0,0.0,0.0,340.0,399.4,339.5,405.0,242.0,106.6
10,POINT,STATIC,MEDIUM,13,513.0,0.0,192.37,20.771322051189927,True,0.318,6.61,0.0,0.0,0.0,217.0,265.4,212.7,260.4,339.5,405.0
10,POINT,STATIC,MEDIUM,14,647.0,0.0,352.91,20.89031361004542,True,0.584,12.21,0.0,0.0,0.0,500.0,35.4,489.3,41.3,212.7,260.4
10,POINT,STATIC,MEDIUM,15,556.0,0.0,174.71,19.77364081405242,True,0.327,6.47,0.0,0.0,0.0,448.0,207.4,452.5,212.0,489.3,41.3
10,POINT,STATIC,MEDIUM,16,464.0,0.0,94.38,25.600361701340574,True,0.257,6.58,0.0,0.0,0.0,384.0,284.4,390.5,283.2,452.5,212.0
10,POINT,STATIC,MEDIUM,17,860.0,1.0,255.35,15.97981188590143,True,0.43,6.87,0.0,0.0,0.0,163.0,387.4,156.4,385.3,390.5,283.2
10,POINT,STATIC,MEDIUM,18,601.0,0.0,395.23,17.834272424209257,True,0.744,13.27,0.0,0.0,0.0,467.0,133.4,471.0,146.1,156.4,385.3
10,POINT,STATIC,MEDIUM,19,684.0,0.0,390.52,20.377738254993574,True,0.149,3.04,0.0,0.0,0.0,155.0,378.4,157.9,379.4,471.0,146.1
10,POINT,STATIC,MEDIUM,20,748.0,0.0,382.54,11.341365933990124,True,0.789,8.95,0.0,0.0,0.0,532.0,349.4,539.6,354.2,157.9,379.4
