participant,technique,movement,clustering,conditionIndex,techBlock,trialNumber,time_ms,errorClickCount,clickX,clickY,targetX,targetY,distanceToCenter_px,normalizedDistance,clickedInsideTarget,amplitude_px,targetRadius,targetVx_px_per_s,targetVy_px_per_s,targetSpeed_px_per_s,shannon_id_bits
1,BUBBLE,FAST,LOW,20,3,19.0,780,0,326.0,509.0,334.9,526.7,19.82,0.971,True,465.29,20.40506440242363,1.31,129.66,129.66,3.632423672372258
1,BUBBLE,FAST,LOW,20,3,20.0,665,0,49.0,504.0,49.2,462.6,41.39,1.722,False,292.85,24.03551625314355,-39.62,-90.7,98.98,2.8261979104585184
1,BUBBLE,SLOW,LOW,21,3,1.0,781,0,114.0,420.0,108.2,423.0,6.54,0.388,True,,16.854737205317743,64.78,101.01,120.0,
1,BUBBLE,SLOW,LOW,21,3,2.0,782,0,573.0,231.0,567.3,229.8,5.86,0.247,True,498.07,23.73005624465171,-39.95,113.15,120.0,3.522871408364655
1,BUBBLE,SLOW,LOW,21,3,3.0,554,0,271.0,169.0,269.5,152.9,16.13,0.659,True,307.49,24.49151457008133,101.7,-63.7,120.0,2.86343902713689
1,BUBBLE,SLOW,LOW,21,3,4.0,618,0,465.0,455.0,465.2,447.2,7.77,0.557,True,353.41,13.937232359678301,49.25,109.43,120.0,3.7738517442770547
1,BUBBLE,SLOW,LOW,21,3,5.0,484,0,275.0,289.0,269.1,292.1,6.66,0.55,True,250.07,12.10835794508855,-97.39,70.11,120.0,3.5016096173203555
1,BUBBLE,SLOW,LOW,21,3,6.0,511,0,373.0,305.0,368.2,284.6,21.0,0.847,True,99.37,24.781517328698982,-33.44,-115.25,120.0,1.5873273628936027
1,BUBBLE,SLOW,LOW,21,3,7.0,546,0,493.0,380.0,493.7,373.2,6.84,0.281,True,153.62,24.370007252506497,77.3,91.78,120.0,2.05374566214957
1,BUBBLE,SLOW,LOW,21,3,8.0,621,0,286.0,65.0,285.4,33.4,31.61,1.413,False,398.53,22.368813113808518,-22.78,-117.82,120.0,3.3086173856882897
1,BUBBLE,SLOW,LOW,21,3,9.0,593,0,387.0,416.0,371.7,427.0,18.83,1.136,False,402.92,16.583709847392747,-94.62,-73.81,120.0,3.7167786868189485
1,BUBBLE,SLOW,LOW,21,3,10.0,602,0,499.0,183.0,477.8,186.9,21.54,1.215,False,262.49,17.72740719742165,-40.63,112.91,120.0,3.070991689311994
1,BUBBLE,SLOW,LOW,21,3,11.0,627,0,370.0,50.0,367.5,42.8,7.59,0.279,True,181.45,27.182648870825716,119.66,-8.98,120.0,2.1168993569041206
1,BUBBLE,SLOW,LOW,21,3,12.0,697,0,21.0,255.0,26.1,258.2,6.0,0.551,True,403.64,10.892531739668165,-49.2,109.45,120.0,4.287493808464109
1,BUBBLE,SLOW,LOW,21,3,13.0,562,0,246.0,62.0,233.3,66.1,13.38,0.554,True,282.52,24.161630478279243,114.78,35.0,120.0,2.7753581739810627
1,BUBBLE,SLOW,LOW,21,3,14.0,587,0,205.0,155.0,194.6,161.1,12.09,0.717,True,102.58,16.857766184311664,7.89,-119.74,120.0,2.015252989687249
1,BUBBLE,SLOW,LOW,21,3,15.0,615,0,89.0,129.0,62.4,115.1,29.99,1.306,False,139.92,22.967649651513455,-5.6,-119.87,120.0,2.016504690363622
1,BUBBLE,SLOW,LOW,21,3,16.0,571,0,293.0,447.0,291.9,464.4,17.45,0.772,True,417.94,22.606617400723557,-110.12,-47.68,120.0,3.356672545107554
1,BUBBLE,SLOW,LOW,21,3,17.0,488,0,415.0,191.0,402.8,198.2,14.16,0.863,True,288.39,16.41102534812699,67.44,99.26,120.0,3.2907887332423678
1,BUBBLE,SLOW,LOW,21,3,18.0,669,0,504.0,555.0,527.1,545.9,24.84,1.031,False,369.25,24.086198170174278,87.38,-82.25,120.0,3.1152294109707728
1,BUBBLE,SLOW,LOW,21,3,19.0,637,0,424.0,468.0,427.7,470.8,4.61,0.216,True,124.62,21.31544718024351,10.82,-119.51,120.0,1.9720426983145933
1,BUBBLE,SLOW,LOW,21,3,20.0,496,0,213.0,271.0,192.3,254.5,26.45,1.08,False,319.63,24.4802387493122,-16.09,-118.92,120.0,2.9123292661191917
1,BUBBLE,FAST,MEDIUM,22,3,1.0,1082,1,403.0,310.0,403.5,292.8,17.24,1.307,False,,13.199296247279246,103.44,30.59,107.87,
1,BUBBLE,FAST,MEDIUM,22,3,2.0,647,0,381.0,132.0,384.6,147.6,15.98,0.742,True,146.42,21.54457824391918,-47.61,124.26,133.07,2.1368707948999277
1,BUBBLE,FAST,MEDIUM,22,3,3.0,916,0,322.0,439.0,313.6,434.5,9.53,0.575,True,295.56,16.570508032863845,-90.12,-58.48,107.43,3.3100861762854157
1,BUBBLE,FAST,MEDIUM,22,3,4.0,621,0,477.0,213.0,510.8,200.7,35.95,1.442,False,305.83,24.932321408792113,139.93,-38.68,145.18,2.8345501246315044
1,BUBBLE,FAST,MEDIUM,22,3,5.0,626,0,391.0,213.0,393.4,217.5,5.07,0.336,True,118.6,15.073571126431379,65.83,130.91,146.53,2.3027687955705964
1,BUBBLE,FAST,MEDIUM,22,3,6.0,837,0,496.0,211.0,526.5,222.9,32.75,2.013,False,133.26,16.272205876129988,128.63,-50.84,138.31,2.3490006522918874
1,BUBBLE,FAST,MEDIUM,22,3,7.0,918,0,356.0,543.0,352.5,539.8,4.76,0.333,True,361.57,14.293528308354182,-112.01,-87.58,142.19,3.7706210038721193
1,BUBBLE,FAST,MEDIUM,22,3,8.0,579,0,339.0,235.0,324.1,227.4,16.75,1.008,False,313.71,16.627521021110695,-39.51,128.55,134.49,3.383145313539566
1,BUBBLE,FAST,MEDIUM,22,3,9.0,825,0,551.0,281.0,536.8,272.7,16.42,1.324,False,217.53,12.403724735704351,-26.48,-89.16,93.0,3.288172047878921
1,BUBBLE,FAST,MEDIUM,22,3,10.0,510,0,305.0,219.0,316.6,223.6,12.49,0.453,True,225.63,27.55224040419989,81.69,73.94,110.18,2.3489647305744388
1,BUBBLE,FAST,MEDIUM,22,3,11.0,1166,1,95.0,227.0,90.6,214.3,13.43,0.855,True,226.23,15.709005233598434,-84.2,-9.21,84.7,3.035737721626195
1,BUBBLE,FAST,MEDIUM,22,3,12.0,722,0,159.0,440.0,166.3,442.2,7.59,0.489,True,240.09,15.519354213763748,-112.99,-17.96,114.41,3.1268374499001115
1,BUBBLE,FAST,MEDIUM,22,3,13.0,794,0,184.0,77.0,196.0,78.9,12.11,0.649,True,364.47,18.66916539641328,53.14,189.26,196.58,3.427778137590382
1,BUBBLE,FAST,MEDIUM,22,3,14.0,1166,0,363.0,534.0,373.9,535.1,10.95,0.95,True,489.64,11.531192265457852,87.23,-75.18,115.16,4.474508014593617
1,BUBBLE,FAST,MEDIUM,22,3,15.0,764,0,61.0,435.0,63.9,418.4,16.9,0.643,True,331.21,26.285125220264412,50.38,-126.54,136.2,2.8679619585761738
1,BUBBLE,FAST,MEDIUM,22,3,16.0,671,0,291.0,257.0,297.9,257.5,6.9,0.682,True,283.91,10.11623429355544,102.33,48.08,113.06,3.910003018858748
1,BUBBLE,FAST,MEDIUM,22,3,17.0,579,0,169.0,261.0,166.1,275.8,15.04,0.52,True,133.02,28.907396964880373,-38.54,117.92,124.05,1.722813625637497
1,BUBBLE,FAST,MEDIUM,22,3,18.0,774,0,333.0,555.0,349.3,560.5,17.23,0.582,True,338.6,29.58059636757937,108.93,-5.1,109.05,2.749179483920786
1,BUBBLE,FAST,MEDIUM,22,3,19.0,691,0,101.0,526.0,82.1,541.2,24.29,0.919,True,267.95,26.42518066832058,-85.22,67.6,108.77,2.601690526362105
1,BUBBLE,FAST,MEDIUM,22,3,20.0,771,0,123.0,508.0,133.4,528.9,23.32,1.724,False,52.76,13.532620726285716,-28.88,140.4,143.34,1.5604037530331967
1,BUBBLE,SLOW,MEDIUM,23,3,1.0,670,0,308.0,231.0,317.6,234.0,10.05,0.819,True,,12.264400088935828,-82.48,-87.17,120.0,
1,BUBBLE,SLOW,MEDIUM,23,3,2.0,580,0,166.0,334.0,155.7,329.9,11.11,0.516,True,188.16,21.546404870625572,-89.94,79.44,120.0,2.4239518212431697
1,BUBBLE,SLOW,MEDIUM,23,3,3.0,687,0,77.0,203.0,73.0,195.8,8.26,0.34,True,157.54,24.292878980569224,114.02,-37.41,120.0,2.0849194178418338
1,BUBBLE,SLOW,MEDIUM,23,3,4.0,701,0,37.0,446.0,33.6,435.7,10.81,0.587,True,243.18,18.414330256600984,109.03,50.13,120.0,2.9265706182482973
1,BUBBLE,SLOW,MEDIUM,23,3,5.0,699,0,535.0,164.0,552.7,157.9,18.77,0.874,True,588.84,21.469496765611837,114.47,36.0,120.0,3.8790596880422323
1,BUBBLE,SLOW,MEDIUM,23,3,6.0,688,0,212.0,419.0,214.7,410.8,8.63,0.338,True,422.17,25.566896203461468,-23.87,-117.6,120.0,3.210417547364415
1,BUBBLE,SLOW,MEDIUM,23,3,7.0,547,0,365.0,329.0,376.2,320.3,14.17,0.536,True,185.09,26.438712454006374,114.1,37.16,120.0,2.1700402726807573
1,BUBBLE,SLOW,MEDIUM,23,3,8.0,637,0,74.0,206.0,69.5,194.1,12.73,0.698,True,331.66,18.24982452891242,17.78,-118.68,120.0,3.334377015713543
1,BUBBLE,SLOW,MEDIUM,23,3,9.0,589,0,319.0,256.0,319.6,254.6,1.58,0.116,True,257.34,13.611201447400127,-56.0,-106.13,120.0,3.3858787390823233
1,BUBBLE,SLOW,MEDIUM,23,3,10.0,856,0,352.0,521.0,351.9,509.2,11.8,0.596,True,256.68,19.81101715544039,-92.76,76.13,120.0,2.9026936719802356
1,BUBBLE,SLOW,MEDIUM,23,3,11.0,680,0,244.0,323.0,249.9,323.7,5.99,0.515,True,211.65,11.625160428789986,-119.96,-3.07,120.0,3.3367261531151873
1,BUBBLE,SLOW,MEDIUM,23,3,12.0,845,0,127.0,54.0,129.0,50.6,3.92,0.282,True,298.7,13.90418538341911,94.03,-74.56,120.0,3.5535288510893057
1,BUBBLE,SLOW,MEDIUM,23,3,13.0,1402,1,529.0,535.0,536.4,544.0,11.7,1.061,False,639.89,11.026776872638784,119.82,-6.53,120.0,4.907625140759846
1,BUBBLE,SLOW,MEDIUM,23,3,14.0,739,0,189.0,362.0,194.6,348.5,14.58,0.811,True,393.77,17.98229704152817,75.78,-93.05,120.0,3.578796694012963
1,BUBBLE,SLOW,MEDIUM,23,3,15.0,862,0,256.0,33.0,258.4,56.1,23.24,1.615,False,299.31,14.388129937703592,-48.27,109.86,120.0,3.511124177029762
1,BUBBLE,SLOW,MEDIUM,23,3,16.0,691,0,427.0,529.0,424.4,524.8,4.92,0.199,True,497.24,24.656411445364444,90.09,79.27,120.0,3.470326188556306
1,BUBBLE,SLOW,MEDIUM,23,3,17.0,1251,0,315.0,72.0,323.4,67.4,9.54,0.822,True,468.46,11.606382744503774,-69.54,97.8,120.0,4.404708128516276
1,BUBBLE,SLOW,MEDIUM,23,3,18.0,963,0,447.0,98.0,448.9,91.6,6.67,0.513,True,127.81,13.010849258461601,-12.62,119.33,120.0,2.5635657758516834
1,BUBBLE,SLOW,MEDIUM,23,3,19.0,888,0,461.0,94.0,454.6,95.4,6.52,0.506,True,6.94,12.870890392446748,28.72,-116.51,120.0,0.344374735188222
1,BUBBLE,SLOW,MEDIUM,23,3,20.0,743,0,139.0,149.0,149.1,121.0,29.73,1.27,False,306.62,23.40716379254466,-105.89,56.46,120.0,2.9164201284050773
1,BUBBLE,FAST,HIGH,24,3,1.0,678,0,488.0,179.0,480.1,168.0,13.58,0.469,True,,28.937024124846243,-44.61,-104.92,114.01,
1,BUBBLE,FAST,HIGH,24,3,2.0,1157,0,69.0,328.0,57.1,323.6,12.7,0.935,True,450.68,13.580247931730336,62.89,105.6,122.91,4.136947400087269
1,BUBBLE,FAST,HIGH,24,3,3.0,813,0,143.0,55.0,151.9,49.5,10.45,0.456,True,289.95,22.917538546752734,-2.18,42.55,42.6,2.873014110497373
1,BUBBLE,FAST,HIGH,24,3,4.0,1366,1,58.0,456.0,78.9,431.5,32.17,1.523,False,388.91,21.12982986492922,75.33,86.2,114.48,3.3509026070123524
1,BUBBLE,FAST,HIGH,24,3,5.0,708,0,210.0,212.0,218.4,214.7,8.82,0.742,True,257.8,11.88659053322575,63.49,-72.55,96.41,3.5661030615456655
1,BUBBLE,FAST,HIGH,24,3,6.0,1073,0,40.0,86.0,20.8,81.9,19.6,1.426,False,238.04,13.740164878889892,-23.99,-128.5,130.72,3.2723511048681404
1,BUBBLE,FAST,HIGH,24,3,7.0,852,0,182.0,541.0,191.7,560.9,22.2,1.227,False,508.58,18.086408098301895,-32.44,76.76,83.33,3.9126239226435517
1,BUBBLE,FAST,HIGH,24,3,8.0,1634,1,421.0,147.0,426.8,148.0,5.91,0.425,True,475.2,13.920266870628932,37.96,-128.95,134.42,4.1754158784439355
1,BUBBLE,FAST,HIGH,24,3,9.0,629,0,255.0,158.0,268.2,148.3,16.37,0.614,True,158.67,26.656732549165916,128.08,16.4,129.12,1.9913798797289821
1,BUBBLE,FAST,HIGH,24,3,10.0,659,0,265.0,421.0,259.4,397.9,23.81,1.02,False,249.75,23.332781120673996,99.23,68.34,120.48,2.667191010333364
1,BUBBLE,FAST,HIGH,24,3,11.0,2175,3,353.0,305.0,366.6,311.6,15.08,0.778,True,137.59,19.37285158801373,142.26,7.69,142.47,2.1862163784121194
1,BUBBLE,FAST,HIGH,24,3,12.0,947,0,69.0,22.0,61.8,21.2,7.27,0.477,True,420.94,15.23885785605618,-123.15,0.0,123.15,3.8886363548420193
1,BUBBLE,FAST,HIGH,24,3,13.0,743,0,263.0,274.0,257.2,278.1,7.1,0.277,True,322.74,25.693696852278585,-8.0,94.95,95.29,2.8640432165874854
1,BUBBLE,FAST,HIGH,24,3,14.0,967,0,413.0,488.0,407.7,491.1,6.1,0.433,True,260.83,14.074072567342512,18.76,-131.83,133.15,3.3598486266386507
1,BUBBLE,FAST,HIGH,24,3,15.0,693,0,309.0,182.0,303.2,178.8,6.61,0.393,True,329.32,16.797225014290134,19.27,100.31,102.14,3.433334683853582
1,BUBBLE,FAST,HIGH,24,3,16.0,738,0,91.0,267.0,67.3,301.9,42.22,1.967,False,266.14,21.458009026913416,165.34,88.29,187.44,2.848280230498221
1,BUBBLE,FAST,HIGH,24,3,17.0,770,0,553.0,339.0,555.6,335.6,4.25,0.181,True,489.44,23.482330377355716,116.39,-27.16,119.51,3.513674279536828
1,BUBBLE,FAST,HIGH,24,3,18.0,800,0,23.0,291.0,24.0,286.1,5.03,0.43,True,533.85,11.691099940079734,45.81,-57.22,73.3,4.574796051818275
1,BUBBLE,FAST,HIGH,24,3,19.0,1141,1,243.0,439.0,232.6,437.0,10.6,0.851,True,257.47,12.46359559628271,27.46,130.26,133.12,3.501933505645832
1,BUBBLE,FAST,HIGH,24,3,20.0,973,0,390.0,559.0,400.2,531.7,29.16,1.18,False,192.44,24.70840263473143,95.51,70.43,118.67,2.291079481843164
1,BUBBLE,STATIC,MEDIUM,25,3,1.0,610,0,521.0,259.0,517.2,259.3,3.85,0.132,True,,29.1252639677305,0.0,0.0,0.0,
1,BUBBLE,STATIC,MEDIUM,25,3,2.0,615,0,113.0,441.0,95.4,434.8,18.64,0.955,True,456.76,19.527840526336412,0.0,0.0,0.0,3.666199576286187
1,BUBBLE,STATIC,MEDIUM,25,3,3.0,649,0,253.0,104.0,250.1,100.6,4.45,0.43,True,368.23,10.349876176848769,0.0,0.0,0.0,4.231824189376508
1,BUBBLE,STATIC,MEDIUM,25,3,4.0,598,0,531.0,404.0,559.5,402.2,28.58,0.978,True,432.11,29.221496963707093,0.0,0.0,0.0,3.0693070059327057
1,BUBBLE,STATIC,MEDIUM,25,3,5.0,509,0,422.0,269.0,415.1,254.9,15.66,0.582,True,206.3,26.903650815546126,0.0,0.0,0.0,2.273233034257183
1,BUBBLE,STATIC,MEDIUM,25,3,6.0,513,0,332.0,102.0,329.0,88.9,13.45,0.673,True,187.03,19.994220176620793,0.0,0.0,0.0,2.505154571409483
1,BUBBLE,STATIC,MEDIUM,25,3,7.0,577,0,80.0,376.0,72.6,368.5,10.49,0.814,True,379.4,12.897569729030092,0.0,0.0,0.0,3.973445716943245
1,BUBBLE,STATIC,MEDIUM,25,3,8.0,607,0,351.0,486.0,344.3,488.2,7.01,0.409,True,296.89,17.15915733625129,0.0,0.0,0.0,3.2706882799655075
1,BUBBLE,STATIC,MEDIUM,25,3,9.0,536,0,287.0,129.0,300.5,132.8,14.0,0.766,True,358.07,18.264678311985065,0.0,0.0,0.0,3.4332603543538895
1,BUBBLE,STATIC,MEDIUM,25,3,10.0,556,0,59.0,263.0,58.2,269.2,6.26,0.312,True,278.05,20.066743525763982,0.0,0.0,0.0,2.9869805480923572
1,BUBBLE,STATIC,MEDIUM,25,3,11.0,569,0,279.0,455.0,280.5,458.1,3.43,0.33,True,291.74,10.416908149316805,0.0,0.0,0.0,3.907197892820706
1,BUBBLE,STATIC,MEDIUM,25,3,12.0,558,0,527.0,449.0,539.8,454.7,13.96,0.509,True,259.24,27.43160663584583,0.0,0.0,0.0,2.51732767514874
1,BUBBLE,STATIC,MEDIUM,25,3,13.0,598,0,271.0,40.0,280.6,43.8,10.37,0.615,True,485.71,16.873668328331572,0.0,0.0,0.0,3.944159710458771
1,BUBBLE,STATIC,MEDIUM,25,3,14.0,478,0,289.0,251.0,291.7,250.9,2.71,0.164,True,207.35,16.524461244101158,0.0,0.0,0.0,2.8627552889915036
1,BUBBLE,STATIC,MEDIUM,25,3,15.0,544,0,569.0,351.0,556.4,340.6,16.29,0.797,True,279.52,20.42956195564851,0.0,0.0,0.0,2.9710499682730105
1,BUBBLE,STATIC,MEDIUM,25,3,16.0,896,1,429.0,383.0,442.9,380.5,14.08,1.117,False,120.38,12.598902660743123,0.0,0.0,0.0,2.5304204316892207
1,BUBBLE,STATIC,MEDIUM,25,3,17.0,531,0,153.0,231.0,153.9,225.4,5.72,0.209,True,327.98,27.29480355634256,0.0,0.0,0.0,2.8090240456662663
1,BUBBLE,STATIC,MEDIUM,25,3,18.0,592,0,124.0,422.0,99.3,428.8,25.59,1.556,False,210.6,16.44466656300516,0.0,0.0,0.0,2.888166910490037
1,BUBBLE,STATIC,MEDIUM,25,3,19.0,575,0,88.0,362.0,80.0,354.5,10.97,0.67,True,76.73,16.37740263756881,0.0,0.0,0.0,1.7409521838723225
1,BUBBLE,STATIC,MEDIUM,25,3,20.0,544,0,483.0,421.0,478.8,413.8,8.36,0.308,True,403.18,27.091545551041285,0.0,0.0,0.0,3.0774253403142247
1,BUBBLE,STATIC,HIGH,26,3,1.0,704,0,35.0,287.0,40.0,288.5,5.21,0.374,True,,13.929764420362021,0.0,0.0,0.0,
1,BUBBLE,STATIC,HIGH,26,3,2.0,724,0,81.0,533.0,73.4,540.4,10.63,0.523,True,254.13,20.332842099866966,0.0,0.0,0.0,2.857831611030638
1,BUBBLE,STATIC,HIGH,26,3,3.0,608,0,59.0,406.0,65.2,406.9,6.3,0.504,True,133.7,12.502841493773246,0.0,0.0,0.0,2.6660258741683975
1,BUBBLE,STATIC,HIGH,26,3,4.0,633,0,242.0,491.0,249.8,489.9,7.86,0.495,True,202.36,15.877118254218729,0.0,0.0,0.0,2.882191679768331
1,BUBBLE,STATIC,HIGH,26,3,5.0,684,0,495.0,552.0,492.4,560.0,8.42,0.431,True,252.51,19.544354574609102,0.0,0.0,0.0,2.899160485638752
1,BUBBLE,STATIC,HIGH,26,3,6.0,598,0,350.0,260.0,363.3,240.7,23.45,1.735,False,344.45,13.515269496009605,0.0,0.0,0.0,3.780624448505254
1,BUBBLE,STATIC,HIGH,26,3,7.0,638,0,507.0,204.0,504.5,203.3,2.6,0.2,True,146.1,12.993169683333976,0.0,0.0,0.0,2.727307253028845
1,BUBBLE,STATIC,HIGH,26,3,8.0,987,1,121.0,435.0,120.8,441.4,6.39,0.296,True,451.54,21.563372059248096,0.0,0.0,0.0,3.5198022039142165
1,BUBBLE,STATIC,HIGH,26,3,9.0,611,0,156.0,268.0,160.6,258.0,11.05,0.887,True,187.69,12.464293079419503,0.0,0.0,0.0,3.0923947494177297
1,BUBBLE,STATIC,HIGH,26,3,10.0,629,0,563.0,279.0,560.0,273.4,6.39,0.392,True,399.69,16.276996876070616,0.0,0.0,0.0,3.7309394665951214
1,BUBBLE,STATIC,HIGH,26,3,11.0,682,0,113.0,438.0,121.9,435.7,9.15,0.782,True,467.26,11.699807199051126,0.0,0.0,0.0,4.390165868834543
1,BUBBLE,STATIC,HIGH,26,3,12.0,576,0,311.0,116.0,324.4,100.4,20.54,0.948,True,391.74,21.66163155009515,0.0,0.0,0.0,3.328011384652848
1,BUBBLE,STATIC,HIGH,26,3,13.0,635,0,445.0,71.0,445.2,74.1,3.06,0.12,True,123.62,25.47715031535561,0.0,0.0,0.0,1.776565370505501
1,BUBBLE,STATIC,HIGH,26,3,14.0,681,0,103.0,497.0,87.5,509.5,19.93,0.895,True,563.52,22.271516561553604,0.0,0.0,0.0,3.770949178517695
1,BUBBLE,STATIC,HIGH,26,3,15.0,584,0,202.0,95.0,202.9,90.6,4.52,0.227,True,434.53,19.89586092514227,0.0,0.0,0.0,3.5753257058480514
1,BUBBLE,STATIC,HIGH,26,3,16.0,634,0,490.0,213.0,487.5,209.0,4.68,0.428,True,308.28,10.935064799661209,0.0,0.0,0.0,3.91608853754326
1,BUBBLE,STATIC,HIGH,26,3,17.0,627,0,489.0,196.0,499.2,194.7,10.29,0.541,True,18.49,19.021416024908042,0.0,0.0,0.0,0.5714643217937715
1,BUBBLE,STATIC,HIGH,26,3,18.0,669,0,256.0,534.0,273.1,524.4,19.57,1.141,False,399.82,17.151611206401093,0.0,0.0,0.0,3.6616885849663725
1,BUBBLE,STATIC,HIGH,26,3,19.0,593,0,412.0,267.0,413.0,255.1,11.95,1.044,False,303.49,11.445115779239803,0.0,0.0,0.0,3.833749715285719
1,BUBBLE,STATIC,HIGH,26,3,20.0,657,0,272.0,499.0,270.9,506.2,7.27,0.615,True,288.5,11.831527134215703,0.0,0.0,0.0,3.7215915945433693
0,POINT,STATIC,LOW,0,-1,,646,0,,,,,,,,314.49,0.0,0.0,0.0,0.0,
0,POINT,STATIC,MEDIUM,1,-1,,493,0,,,,,,,,98.93,0.0,0.0,0.0,0.0,
0,POINT,SLOW,HIGH,2,-1,,839,0,,,,,,,,201.45,0.0,0.0,0.0,0.0,
0,POINT,FAST,MEDIUM,3,-1,,764,0,,,,,,,,170.84,0.0,0.0,0.0,0.0,
0,POINT,STATIC,HIGH,4,-1,,758,0,,,,,,,,348.37,0.0,0.0,0.0,0.0,
0,POINT,SLOW,MEDIUM,5,-1,,677,0,,,,,,,,175.58,0.0,0.0,0.0,0.0,
0,POINT,FAST,HIGH,6,-1,,1348,1,,,,,,,,113.93,0.0,0.0,0.0,0.0,
0,POINT,FAST,LOW,7,-1,,2926,3,,,,,,,,536.83,0.0,0.0,0.0,0.0,
0,POINT,SLOW,LOW,8,-1,,1157,1,,,,,,,,77.82,0.0,0.0,0.0,0.0,
0,AREA,SLOW,HIGH,9,-1,,1046,0,,,,,,,,511.73,0.0,0.0,0.0,0.0,
0,AREA,STATIC,MEDIUM,10,-1,,663,0,,,,,,,,253.81,0.0,0.0,0.0,0.0,
0,AREA,SLOW,LOW,11,-1,,694,0,,,,,,,,68.59,0.0,0.0,0.0,0.0,
0,AREA,STATIC,LOW,12,-1,,541,0,,,,,,,,352.99,0.0,0.0,0.0,0.0,
0,AREA,FAST,MEDIUM,13,-1,,800,0,,,,,,,,111.03,0.0,0.0,0.0,0.0,
0,AREA,SLOW,MEDIUM,14,-1,,783,0,,,,,,,,373.14,0.0,0.0,0.0,0.0,
0,AREA,FAST,HIGH,15,-1,,672,0,,,,,,,,281.67,0.0,0.0,0.0,0.0,
0,AREA,STATIC,HIGH,16,-1,,594,0,,,,,,,,183.05,0.0,0.0,0.0,0.0,
0,AREA,FAST,LOW,17,-1,,1127,0,,,,,,,,275.43,0.0,0.0,0.0,0.0,
0,BUBBLE,STATIC,LOW,18,-1,,614,0,,,,,,,,444.44,0.0,0.0,0.0,0.0,
0,BUBBLE,SLOW,HIGH,19,-1,,833,0,,,,,,,,308.39,0.0,0.0,0.0,0.0,
0,BUBBLE,FAST,LOW,20,-1,,745,0,,,,,,,,545.56,0.0,0.0,0.0,0.0,
0,BUBBLE,SLOW,LOW,21,-1,,782,0,,,,,,,,498.07,0.0,0.0,0.0,0.0,
0,BUBBLE,FAST,MEDIUM,22,-1,,647,0,,,,,,,,146.42,0.0,0.0,0.0,0.0,
0,BUBBLE,SLOW,MEDIUM,23,-1,,580,0,,,,,,,,188.16,0.0,0.0,0.0,0.0,
0,BUBBLE,FAST,HIGH,24,-1,,1157,0,,,,,,,,450.68,0.0,0.0,0.0,0.0,
0,BUBBLE,STATIC,MEDIUM,25,-1,,615,0,,,,,,,,456.76,0.0,0.0,0.0,0.0,
0,BUBBLE,STATIC,HIGH,26,-1,,724,0,,,,,,,,254.13,0.0,0.0,0.0,0.0,
10,POINT,STATIC,MEDIUM,0,1,1.0,827,0,325.0,43.4,323.2,44.3,2.03,0.18,True,,11.308313330973647,0.0,0.0,0.0,
10,POINT,STATIC,MEDIUM,0,1,2.0,537,0,262.0,50.4,279.1,53.7,17.43,0.759,True,45.04,22.971000587738935,0.0,0.0,0.0,0.9857674674177616
10,POINT,STATIC,MEDIUM,0,1,3.0,532,0,340.0,119.4,339.1,126.0,6.62,0.291,True,93.91,22.75754425355289,0.0,0.0,0.0,1.615073395590361
10,POINT,STATIC,MEDIUM,0,1,4.0,532,0,235.0,344.4,226.4,352.6,11.87,0.538,True,253.09,22.05553739621577,0.0,0.0,0.0,2.752226515132285
10,POINT,STATIC,MEDIUM,0,1,5.0,654,0,395.0,418.4,394.4,419.8,1.56,0.152,True,180.95,10.24812466806229,0.0,0.0,0.0,3.2969631083107447
10,POINT,STATIC,MEDIUM,0,1,6.0,497,0,392.0,307.4,404.7,321.2,18.74,0.641,True,99.16,29.22422676540609,0.0,0.0,0.0,1.431108159099981
10,POINT,STATIC,MEDIUM,0,1,7.0,1444,2,210.0,487.4,210.4,494.6,7.17,0.485,True,260.4,14.79269577713615,0.0,0.0,0.0,3.2930233301738148
10,POINT,STATIC,MEDIUM,0,1,8.0,774,0,483.0,415.4,492.6,418.3,10.02,0.637,True,292.36,15.721620458396131,0.0,0.0,0.0,3.3642955937209402
10,POINT,STATIC,MEDIUM,0,1,9.0,777,1,173.0,185.4,177.6,185.6,4.55,0.441,True,391.64,10.317609313710092,0.0,0.0,0.0,4.320427116448498
10,POINT,STATIC,MEDIUM,0,1,10.0,519,0,320.0,226.4,312.7,224.8,7.5,0.704,True,140.69,10.644753524348909,0.0,0.0,0.0,2.927596850900712
10,POINT,STATIC,MEDIUM,0,1,11.0,853,1,245.0,118.4,242.0,106.6,12.17,0.454,True,137.7,26.833067295190002,0.0,0.0,0.0,1.834251659611707
10,POINT,STATIC,MEDIUM,0,1,12.0,630,0,340.0,399.4,339.5,405.0,5.65,0.299,True,313.96,18.88565553855007,0.0,0.0,0.0,3.219111002173631
10,POINT,STATIC,MEDIUM,0,1,13.0,513,0,217.0,265.4,212.7,260.4,6.61,0.318,True,192.37,20.771322051189927,0.0,0.0,0.0,2.493304899658918
10,POINT,STATIC,MEDIUM,0,1,14.0,647,0,500.0,35.4,489.3,41.3,12.21,0.584,True,352.91,20.89031361004542,0.0,0.0,0.0,3.2398162039937226
10,POINT,STATIC,MEDIUM,0,1,15.0,556,0,448.0,207.4,452.5,212.0,6.47,0.327,True,174.71,19.77364081405242,0.0,0.0,0.0,2.43769379948705
